sid,ads,idx,E_MACE_D3_eV,E_bind_MACE_D3_eV,dE_rel_meV,converged,n_steps,d_min_ads_sub_A,site_type_raw_MLIP,fingerprint
S2,CH3O,146,-585.818956,-1.7166,82756.0,True,43,2.127,unknown,"[1.1, 1.1, 1.11, 1.44, 1.79, 1.8, 1.8, 2.06, 2.11, 2.11]"
S2,CH3O,46,-585.75324,-1.6509,148472.2,True,101,2.127,unknown,"[1.11, 1.11, 1.12, 1.41, 1.8, 1.8, 1.81, 2.06, 2.07, 2.12]"
S2,CH3O,276,-585.75243,-1.6501,149281.8,True,84,2.101,unknown,"[1.11, 1.11, 1.12, 1.41, 1.8, 1.81, 1.81, 2.06, 2.07, 2.12]"
S2,CH3O,464,-585.75044,-1.6481,151272.4,True,54,2.103,unknown,"[1.11, 1.11, 1.12, 1.42, 1.8, 1.8, 1.81, 2.06, 2.07, 2.12]"
S2,CH3O,298,-585.749042,-1.6467,152670.3,True,71,2.1,unknown,"[1.11, 1.11, 1.11, 1.42, 1.8, 1.8, 1.8, 2.06, 2.07, 2.11]"
S2,CH3O,309,-585.749035,-1.6467,152677.5,True,70,2.104,unknown,"[1.11, 1.11, 1.12, 1.42, 1.8, 1.8, 1.8, 2.06, 2.06, 2.11]"
S2,CH3O,251,-585.748286,-1.646,153426.7,True,101,2.105,unknown,"[1.11, 1.11, 1.11, 1.42, 1.8, 1.8, 1.81, 2.06, 2.07, 2.11]"
S2,CH3O,163,-585.738291,-1.636,163420.9,True,91,2.112,unknown,"[1.11, 1.11, 1.12, 1.41, 1.8, 1.8, 1.8, 2.06, 2.06, 2.12]"
S2,CH3O,409,-585.735719,-1.6334,165993.4,True,85,2.111,unknown,"[1.11, 1.11, 1.12, 1.42, 1.8, 1.81, 1.81, 2.06, 2.06, 2.12]"
S2,CH3O,406,-585.734856,-1.6325,166856.0,True,81,2.106,unknown,"[1.11, 1.11, 1.12, 1.42, 1.81, 1.81, 1.81, 2.06, 2.06, 2.12]"
S2,CH3O,145,-585.734687,-1.6324,167025.1,True,80,2.107,unknown,"[1.11, 1.11, 1.12, 1.42, 1.8, 1.81, 1.81, 2.06, 2.06, 2.12]"
S2,CH3O,169,-585.733667,-1.6313,168044.9,True,74,2.105,unknown,"[1.11, 1.11, 1.12, 1.42, 1.8, 1.81, 1.81, 2.06, 2.06, 2.11]"
S2,CH3O,172,-585.73258,-1.6302,169132.4,True,74,2.104,unknown,"[1.11, 1.11, 1.11, 1.42, 1.8, 1.81, 1.81, 2.06, 2.06, 2.11]"
S2,CH3O,424,-585.731812,-1.6295,169900.6,True,70,2.109,unknown,"[1.11, 1.11, 1.11, 1.42, 1.8, 1.8, 1.81, 2.06, 2.07, 2.11]"
S2,CH3O,421,-585.730915,-1.6286,170797.4,True,74,2.103,unknown,"[1.11, 1.11, 1.12, 1.42, 1.8, 1.8, 1.81, 2.06, 2.06, 2.12]"
S2,CH3O,256,-585.730074,-1.6277,171638.1,True,54,2.099,unknown,"[1.11, 1.11, 1.11, 1.42, 1.8, 1.8, 1.8, 2.07, 2.08, 2.11]"
S2,CH3O,242,-585.72972,-1.6274,171991.8,True,87,2.094,unknown,"[1.11, 1.11, 1.11, 1.42, 1.79, 1.8, 1.8, 2.07, 2.08, 2.1]"
S2,CH3O,438,-585.726662,-1.6243,175050.4,True,70,2.11,unknown,"[1.11, 1.11, 1.11, 1.42, 1.8, 1.8, 1.8, 2.06, 2.07, 2.12]"
S2,CH3O,371,-585.723456,-1.6211,178256.3,True,114,2.106,unknown,"[1.11, 1.11, 1.11, 1.42, 1.8, 1.8, 1.81, 2.07, 2.07, 2.12]"
S2,CH3O,119,-585.721617,-1.6193,180095.7,True,110,2.112,unknown,"[1.11, 1.11, 1.11, 1.42, 1.8, 1.8, 1.8, 2.06, 2.07, 2.12]"
S2,CH3O,44,-585.720567,-1.6182,181145.2,True,47,2.11,unknown,"[1.11, 1.11, 1.11, 1.43, 1.79, 1.8, 1.8, 2.08, 2.09, 2.1]"
S2,CH3O,82,-585.656576,-1.5542,245135.8,True,66,2.014,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.8, 2.01, 2.11, 2.12]"
S2,CH3O,475,-585.654498,-1.5522,247214.3,True,58,2.02,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.8, 2.01, 2.11, 2.12]"
S2,CH3O,334,-585.653488,-1.5512,248224.7,True,61,2.015,unknown,"[1.11, 1.11, 1.11, 1.42, 1.8, 1.8, 1.8, 2.01, 2.11, 2.12]"
S2,CH3O,25,-585.647728,-1.5454,253983.7,True,99,2.016,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.8, 2.01, 2.11, 2.11]"
S2,CH3O,391,-585.647425,-1.5451,254287.6,True,65,2.021,unknown,"[1.11, 1.11, 1.11, 1.42, 1.8, 1.8, 1.81, 2.01, 2.11, 2.12]"
S2,CH3O,275,-585.645054,-1.5427,256658.3,True,95,2.019,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.8, 2.02, 2.11, 2.12]"
S2,CH3O,295,-585.643484,-1.5412,258228.0,True,71,2.032,unknown,"[1.11, 1.11, 1.11, 1.42, 1.8, 1.8, 1.8, 2.02, 2.11, 2.11]"
S2,CH3O,349,-585.643407,-1.5411,258305.2,True,64,2.024,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.8, 2.01, 2.11, 2.11]"
S2,CH3O,36,-585.636805,-1.5345,264907.1,True,97,2.019,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.8, 2.02, 2.11, 2.12]"
S2,CH3O,306,-585.635922,-1.5336,265790.3,True,162,2.02,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.81, 2.02, 2.11, 2.12]"
S2,CH3O,378,-585.635912,-1.5336,265800.0,True,112,2.031,unknown,"[1.11, 1.11, 1.11, 1.42, 1.8, 1.8, 1.8, 2.01, 2.11, 2.12]"
S2,CH3O,328,-585.634368,-1.532,267344.4,True,66,2.024,unknown,"[1.11, 1.11, 1.11, 1.42, 1.8, 1.8, 1.8, 2.02, 2.11, 2.12]"
S2,CH3O,460,-585.633813,-1.5315,267899.5,True,57,2.021,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.8, 2.01, 2.11, 2.12]"
S2,CH3O,160,-585.628371,-1.526,273341.5,True,88,2.019,unknown,"[1.11, 1.11, 1.11, 1.41, 1.79, 1.8, 1.81, 2.01, 2.11, 2.11]"
S2,CH3O,296,-585.626733,-1.5244,274979.4,True,52,2.029,unknown,"[1.11, 1.11, 1.11, 1.42, 1.79, 1.8, 1.8, 2.02, 2.11, 2.11]"
S2,CH3O,48,-585.622482,-1.5202,279230.6,True,152,3.395,unknown,"[1.11, 1.11, 1.12, 1.41, 1.8, 1.8, 1.8, 2.02, 2.11, 2.11]"
S2,CH3O,162,-585.622172,-1.5198,279540.0,True,89,2.014,unknown,"[1.11, 1.11, 1.11, 1.41, 1.79, 1.8, 1.81, 2.01, 2.11, 2.11]"
S2,CH3O,466,-585.622131,-1.5198,279581.3,True,51,2.019,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.81, 2.01, 2.11, 2.12]"
S2,CH3O,379,-585.621899,-1.5196,279813.1,True,100,2.015,unknown,"[1.11, 1.11, 1.12, 1.41, 1.8, 1.8, 1.81, 2.02, 2.11, 2.11]"
S2,CH3O,402,-585.621617,-1.5193,280095.1,True,111,2.024,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.8, 2.01, 2.11, 2.12]"
S2,CH3O,47,-585.619759,-1.5174,281952.8,True,66,2.748,unknown,"[1.11, 1.11, 1.12, 1.41, 1.8, 1.8, 1.8, 2.01, 2.11, 2.11]"
S2,CH3O,417,-585.617959,-1.5156,283752.9,True,106,2.021,unknown,"[1.11, 1.11, 1.11, 1.41, 1.79, 1.8, 1.8, 2.01, 2.11, 2.12]"
S2,CH3O,481,-585.617802,-1.5155,283909.8,True,47,2.023,unknown,"[1.11, 1.11, 1.11, 1.41, 1.79, 1.8, 1.8, 2.02, 2.11, 2.12]"
S2,CH3O,483,-585.616431,-1.5141,285281.6,True,89,2.019,unknown,"[1.11, 1.11, 1.12, 1.41, 1.8, 1.8, 1.81, 2.02, 2.11, 2.12]"
S2,CH3O,157,-585.61643,-1.5141,285282.1,True,106,2.021,unknown,"[1.11, 1.11, 1.12, 1.41, 1.8, 1.81, 1.81, 2.02, 2.11, 2.12]"
S2,CH3O,199,-585.615919,-1.5136,285793.3,True,74,2.023,unknown,"[1.11, 1.11, 1.12, 1.41, 1.79, 1.8, 1.81, 2.01, 2.11, 2.11]"
S2,CH3O,217,-585.613977,-1.5116,287735.6,True,43,2.017,unknown,"[1.11, 1.11, 1.12, 1.41, 1.8, 1.8, 1.8, 2.01, 2.11, 2.11]"
S2,CH3O,478,-585.613923,-1.5116,287789.1,True,63,2.02,unknown,"[1.11, 1.11, 1.12, 1.41, 1.8, 1.8, 1.81, 2.01, 2.11, 2.12]"
S2,CH3O,468,-585.613671,-1.5113,288040.7,True,85,2.019,unknown,"[1.11, 1.11, 1.12, 1.41, 1.8, 1.81, 1.81, 2.02, 2.11, 2.12]"
S2,CH3O,29,-585.613656,-1.5113,288056.1,True,66,2.558,unknown,"[1.11, 1.11, 1.12, 1.4, 1.79, 1.8, 1.81, 2.02, 2.11, 2.11]"
S2,CH3O,57,-585.61198,-1.5097,289731.8,True,149,2.02,unknown,"[1.11, 1.11, 1.12, 1.41, 1.8, 1.8, 1.81, 2.02, 2.11, 2.11]"
S2,CH3O,222,-585.611223,-1.5089,290488.9,True,83,2.018,unknown,"[1.11, 1.11, 1.12, 1.41, 1.79, 1.81, 1.81, 2.01, 2.11, 2.12]"
S2,CH3O,95,-585.610706,-1.5084,291005.8,True,68,2.017,unknown,"[1.11, 1.11, 1.12, 1.41, 1.8, 1.8, 1.81, 2.01, 2.11, 2.11]"
S2,CH3O,491,-585.609356,-1.507,292356.0,True,46,2.021,unknown,"[1.11, 1.11, 1.12, 1.41, 1.79, 1.8, 1.81, 2.02, 2.11, 2.11]"
S2,CH3O,205,-585.608466,-1.5061,293246.5,True,65,2.018,unknown,"[1.11, 1.11, 1.12, 1.41, 1.79, 1.8, 1.81, 2.01, 2.11, 2.12]"
S2,CH3O,52,-585.607944,-1.5056,293768.7,True,73,2.017,unknown,"[1.11, 1.11, 1.12, 1.41, 1.79, 1.8, 1.8, 2.02, 2.11, 2.11]"
S2,CH3O,270,-585.607757,-1.5054,293955.6,True,112,2.019,unknown,"[1.11, 1.11, 1.12, 1.41, 1.8, 1.8, 1.81, 2.02, 2.11, 2.12]"
S2,CH3O,83,-585.607483,-1.5052,294228.8,True,47,2.019,unknown,"[1.11, 1.11, 1.12, 1.41, 1.79, 1.8, 1.81, 2.01, 2.11, 2.11]"
S2,CH3O,333,-585.604955,-1.5026,296757.5,True,93,2.02,unknown,"[1.11, 1.11, 1.12, 1.4, 1.8, 1.8, 1.81, 2.02, 2.11, 2.11]"
S2,CH3O,117,-585.604695,-1.5024,297016.8,True,83,2.019,unknown,"[1.11, 1.11, 1.12, 1.41, 1.79, 1.81, 1.81, 2.02, 2.11, 2.11]"
S2,CH3O,341,-585.603904,-1.5016,297808.1,True,92,2.022,unknown,"[1.11, 1.11, 1.13, 1.4, 1.8, 1.8, 1.81, 2.02, 2.11, 2.11]"
S2,CH3O,273,-585.60387,-1.5015,297842.4,True,91,2.02,unknown,"[1.11, 1.11, 1.12, 1.41, 1.8, 1.8, 1.81, 2.02, 2.11, 2.11]"
S2,CH3O,43,-585.60355,-1.5012,298162.0,True,64,3.25,unknown,"[1.11, 1.11, 1.12, 1.41, 1.8, 1.8, 1.8, 2.01, 2.11, 2.11]"
S2,CH3O,461,-585.603529,-1.5012,298182.8,True,47,2.026,unknown,"[1.11, 1.11, 1.12, 1.4, 1.79, 1.8, 1.81, 2.01, 2.11, 2.12]"
S2,CH3O,215,-585.602527,-1.5002,299185.2,True,42,2.022,unknown,"[1.11, 1.11, 1.12, 1.4, 1.79, 1.8, 1.8, 2.01, 2.11, 2.12]"
S2,CH3O,300,-585.601922,-1.4996,299790.0,True,113,3.248,unknown,"[1.11, 1.11, 1.12, 1.41, 1.79, 1.8, 1.81, 2.02, 2.11, 2.11]"
S2,CH3O,99,-585.601917,-1.4996,299794.9,True,83,2.024,unknown,"[1.11, 1.11, 1.12, 1.41, 1.8, 1.81, 1.81, 2.02, 2.11, 2.11]"
S2,CH3O,485,-585.601865,-1.4995,299846.7,True,59,2.023,unknown,"[1.11, 1.11, 1.12, 1.4, 1.8, 1.81, 1.81, 2.02, 2.11, 2.12]"
S2,CH3O,350,-585.601529,-1.4992,300183.5,True,48,2.022,unknown,"[1.11, 1.11, 1.12, 1.41, 1.79, 1.8, 1.81, 2.02, 2.12, 2.12]"
S2,CH3O,23,-585.599912,-1.4976,301800.1,True,65,2.363,unknown,"[1.11, 1.11, 1.13, 1.4, 1.8, 1.8, 1.82, 2.01, 2.11, 2.11]"
S2,CH3O,87,-585.599323,-1.497,302389.0,True,79,2.021,unknown,"[1.11, 1.11, 1.12, 1.4, 1.8, 1.81, 1.81, 2.02, 2.11, 2.11]"
S2,CH3O,41,-585.599267,-1.4969,302445.0,True,65,2.361,unknown,"[1.11, 1.11, 1.13, 1.4, 1.79, 1.8, 1.82, 2.01, 2.11, 2.11]"
S2,CH3O,274,-585.598586,-1.4963,303126.3,True,60,2.018,unknown,"[1.11, 1.11, 1.12, 1.41, 1.79, 1.8, 1.81, 2.01, 2.11, 2.12]"
S2,CH3O,27,-585.597233,-1.4949,304479.5,True,66,2.305,unknown,"[1.11, 1.11, 1.13, 1.4, 1.79, 1.8, 1.82, 2.02, 2.11, 2.11]"
S2,CH3O,388,-585.595879,-1.4935,305833.1,True,95,2.027,unknown,"[1.11, 1.11, 1.12, 1.4, 1.8, 1.8, 1.81, 2.02, 2.11, 2.12]"
S2,CH3O,348,-585.594585,-1.4923,307127.2,True,57,2.023,unknown,"[1.11, 1.11, 1.13, 1.4, 1.8, 1.8, 1.81, 2.02, 2.11, 2.12]"
S2,CH3O,277,-585.594043,-1.4917,307669.1,True,66,2.025,unknown,"[1.11, 1.11, 1.13, 1.4, 1.79, 1.8, 1.82, 2.02, 2.11, 2.11]"
S2,CH3O,365,-585.592469,-1.4901,309243.4,True,45,2.021,unknown,"[1.11, 1.11, 1.12, 1.41, 1.8, 1.81, 1.81, 2.02, 2.11, 2.11]"
S2,CH3O,143,-585.591854,-1.4895,309858.2,True,70,2.019,unknown,"[1.11, 1.11, 1.12, 1.4, 1.79, 1.8, 1.81, 2.03, 2.1, 2.11]"
S2,CH3O,113,-585.590302,-1.488,311410.0,True,41,2.022,unknown,"[1.11, 1.11, 1.12, 1.4, 1.8, 1.8, 1.81, 2.02, 2.11, 2.11]"
S2,CH3O,335,-585.589458,-1.4871,312254.4,True,48,2.022,unknown,"[1.11, 1.11, 1.12, 1.41, 1.79, 1.8, 1.81, 2.02, 2.11, 2.12]"
S2,CH3O,465,-585.588527,-1.4862,313185.0,True,71,2.024,unknown,"[1.11, 1.11, 1.13, 1.4, 1.8, 1.81, 1.81, 2.02, 2.11, 2.11]"
S2,CH3O,141,-585.588041,-1.4857,313670.9,True,101,2.027,unknown,"[1.11, 1.11, 1.12, 1.4, 1.8, 1.8, 1.81, 2.01, 2.11, 2.12]"
S2,CH3O,209,-585.58773,-1.4854,313982.2,True,39,2.026,unknown,"[1.11, 1.11, 1.13, 1.4, 1.79, 1.81, 1.81, 2.02, 2.11, 2.12]"
S2,CH3O,107,-585.586654,-1.4843,315057.9,True,37,2.021,unknown,"[1.11, 1.11, 1.12, 1.41, 1.8, 1.8, 1.81, 2.02, 2.11, 2.11]"
S2,CH3O,39,-585.585463,-1.4831,316248.9,True,99,3.173,unknown,"[1.11, 1.11, 1.13, 1.4, 1.8, 1.8, 1.81, 2.01, 2.11, 2.12]"
S2,CH3O,81,-585.583962,-1.4816,317750.2,True,51,2.023,unknown,"[1.11, 1.11, 1.12, 1.4, 1.8, 1.8, 1.81, 2.02, 2.11, 2.12]"
S2,CH3O,201,-585.581576,-1.4792,320136.6,True,58,2.021,unknown,"[1.11, 1.11, 1.13, 1.4, 1.8, 1.8, 1.81, 2.02, 2.11, 2.11]"
S2,CH3O,21,-585.581408,-1.4791,320303.9,True,95,2.444,unknown,"[1.11, 1.11, 1.13, 1.4, 1.8, 1.81, 1.81, 2.02, 2.11, 2.12]"
S2,CH3O,319,-585.58077,-1.4784,320942.5,True,38,2.024,unknown,"[1.11, 1.11, 1.12, 1.41, 1.8, 1.8, 1.8, 2.02, 2.11, 2.12]"
S2,CH3O,496,-585.579391,-1.4771,322321.7,True,73,2.019,unknown,"[1.11, 1.11, 1.12, 1.4, 1.8, 1.81, 1.81, 2.02, 2.11, 2.11]"
S2,CH3O,241,-585.579177,-1.4768,322535.0,True,40,2.02,unknown,"[1.11, 1.11, 1.11, 1.41, 1.79, 1.8, 1.8, 2.02, 2.11, 2.11]"
S2,CH3O,165,-585.576308,-1.474,325403.8,True,47,2.029,unknown,"[1.11, 1.11, 1.13, 1.4, 1.8, 1.8, 1.82, 2.02, 2.11, 2.12]"
S2,CH3O,249,-585.571437,-1.4691,330275.4,True,62,2.021,unknown,"[1.11, 1.11, 1.13, 1.4, 1.8, 1.81, 1.81, 2.02, 2.11, 2.11]"
S2,CH3O,474,-585.571147,-1.4688,330565.5,True,58,2.022,unknown,"[1.11, 1.12, 1.13, 1.4, 1.8, 1.8, 1.81, 2.02, 2.11, 2.11]"
S2,CH3O,28,-585.569458,-1.4671,332254.0,True,44,2.518,unknown,"[1.11, 1.11, 1.12, 1.41, 1.8, 1.8, 1.8, 2.04, 2.11, 2.11]"
S2,CH3O,294,-585.562043,-1.4597,339669.3,True,76,2.023,unknown,"[1.11, 1.12, 1.13, 1.4, 1.8, 1.8, 1.81, 2.02, 2.1, 2.11]"
S2,CH3O,93,-585.561969,-1.4596,339743.6,True,61,2.026,unknown,"[1.11, 1.12, 1.13, 1.4, 1.8, 1.8, 1.81, 2.02, 2.1, 2.12]"
S2,CH3O,291,-585.560989,-1.4587,340723.1,True,76,2.024,unknown,"[1.11, 1.12, 1.13, 1.4, 1.8, 1.81, 1.81, 2.02, 2.1, 2.11]"
S2,CH3O,118,-585.560704,-1.4584,341008.5,True,36,2.024,unknown,"[1.11, 1.11, 1.12, 1.41, 1.8, 1.8, 1.81, 2.02, 2.11, 2.12]"
S2,CH3O,459,-585.55744,-1.4551,344272.4,True,60,2.027,unknown,"[1.11, 1.12, 1.13, 1.39, 1.8, 1.8, 1.81, 2.02, 2.11, 2.12]"
S2,CH3O,213,-585.557147,-1.4548,344565.1,True,53,2.029,unknown,"[1.11, 1.12, 1.13, 1.39, 1.8, 1.81, 1.81, 2.02, 2.11, 2.11]"
S2,CH3O,311,-585.545663,-1.4433,356049.2,True,57,2.028,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.8, 2.03, 2.1, 2.11]"
S2,CH3O,314,-585.544816,-1.4425,356895.8,True,57,2.028,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.8, 2.03, 2.1, 2.11]"
S2,CH3O,384,-585.542712,-1.4404,359000.1,True,69,2.02,unknown,"[1.11, 1.12, 1.12, 1.4, 1.8, 1.81, 1.81, 2.03, 2.1, 2.11]"
S2,CH3O,390,-585.540439,-1.4381,361272.7,True,69,2.022,unknown,"[1.11, 1.12, 1.12, 1.4, 1.8, 1.8, 1.81, 2.03, 2.1, 2.11]"
S2,CH3O,440,-585.539752,-1.4374,361960.1,True,47,2.032,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.8, 2.02, 2.11, 2.12]"
S2,CH3O,128,-585.539729,-1.4374,361983.6,True,82,2.045,unknown,"[1.11, 1.11, 1.13, 1.4, 1.8, 1.81, 1.81, 2.02, 2.11, 2.11]"
S2,CH3O,480,-585.525443,-1.4231,376269.7,True,44,2.028,unknown,"[1.11, 1.11, 1.11, 1.4, 1.79, 1.8, 1.8, 2.01, 2.11, 2.12]"
S2,CH3O,207,-585.523791,-1.4215,377920.8,True,53,2.023,unknown,"[1.11, 1.11, 1.12, 1.4, 1.79, 1.79, 1.81, 2.0, 2.11, 2.12]"
S2,CH3O,467,-585.52372,-1.4214,377992.6,True,44,2.032,unknown,"[1.11, 1.12, 1.12, 1.39, 1.8, 1.8, 1.8, 2.0, 2.11, 2.12]"
S2,CH3O,338,-585.522955,-1.4206,378756.7,True,44,2.033,unknown,"[1.11, 1.12, 1.12, 1.39, 1.8, 1.8, 1.81, 2.01, 2.11, 2.11]"
S2,CH3O,80,-585.521481,-1.4192,380231.3,True,87,1.684,unknown,"[1.12, 1.12, 1.22, 1.9, 2.05, 2.05, 3.81, 4.27, 4.57, 4.85]"
S2,CH3O,482,-585.513933,-1.4116,387779.5,True,43,2.035,unknown,"[1.11, 1.12, 1.13, 1.39, 1.8, 1.8, 1.81, 2.0, 2.11, 2.12]"
S2,CH3O,86,-585.510244,-1.4079,391468.0,True,51,2.034,unknown,"[1.11, 1.11, 1.13, 1.39, 1.8, 1.8, 1.81, 2.01, 2.11, 2.12]"
S2,CH3O,98,-585.5096,-1.4073,392112.1,True,40,2.03,unknown,"[1.11, 1.12, 1.12, 1.39, 1.8, 1.81, 1.81, 2.01, 2.11, 2.11]"
S2,CH3O,60,-585.509146,-1.4068,392565.9,True,38,2.035,unknown,"[1.11, 1.11, 1.14, 1.39, 1.8, 1.8, 1.81, 2.01, 2.11, 2.11]"
S2,CH3O,51,-585.508982,-1.4067,392730.0,True,38,2.036,unknown,"[1.11, 1.11, 1.14, 1.39, 1.8, 1.8, 1.81, 2.02, 2.11, 2.11]"
S2,CH3O,73,-585.502496,-1.4002,399216.4,True,37,2.026,unknown,"[1.11, 1.11, 1.12, 1.4, 1.8, 1.8, 1.8, 2.02, 2.1, 2.12]"
S2,CH3O,344,-585.499864,-1.3975,401848.4,True,66,1.681,unknown,"[1.12, 1.12, 1.22, 1.9, 2.05, 2.05, 2.62, 3.23, 3.4, 4.12]"
S2,CH3O,196,-585.498004,-1.3957,403708.1,True,37,2.028,unknown,"[1.11, 1.12, 1.12, 1.4, 1.8, 1.8, 1.8, 2.02, 2.1, 2.12]"
S2,CH3O,190,-585.49644,-1.3941,405271.7,True,35,2.029,unknown,"[1.11, 1.12, 1.12, 1.4, 1.8, 1.8, 1.81, 2.02, 2.1, 2.12]"
S2,CH3O,457,-585.495581,-1.3933,406131.4,True,52,1.684,unknown,"[1.12, 1.12, 1.22, 1.9, 2.05, 2.05, 2.69, 3.14, 3.3, 3.94]"
S2,CH3O,138,-585.472344,-1.37,429367.7,True,88,1.68,unknown,"[1.12, 1.12, 1.22, 1.9, 2.05, 2.05, 2.87, 3.23, 3.46, 3.9]"
S2,CH3O,473,-585.420023,-1.3177,481689.1,True,82,2.83,atop,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.8, 2.01, 2.11, 2.11]"
S2,CH3O,264,-585.419801,-1.3175,481911.4,True,89,2.042,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.81, 2.01, 2.11, 2.11]"
S2,CH3O,269,-585.419026,-1.3167,482686.5,True,92,2.045,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.8, 2.01, 2.12, 2.12]"
S2,CH3O,471,-585.418659,-1.3163,483052.9,True,82,2.895,atop,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.8, 2.01, 2.1, 2.12]"
S2,CH3O,456,-585.416647,-1.3143,485065.4,True,73,2.765,atop,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.8, 2.01, 2.11, 2.12]"
S2,CH3O,30,-585.414424,-1.3121,487288.2,True,73,2.041,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.8, 2.01, 2.11, 2.11]"
S2,CH3O,55,-585.414145,-1.3118,487567.1,True,47,2.049,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.8, 2.01, 2.11, 2.12]"
S2,CH3O,38,-585.413155,-1.3108,488557.1,True,88,2.045,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.81, 2.01, 2.11, 2.12]"
S2,CH3O,287,-585.412694,-1.3104,489018.5,True,83,2.042,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.81, 2.01, 2.11, 2.11]"
S2,CH3O,32,-585.412325,-1.31,489387.5,True,63,2.042,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.81, 1.81, 2.01, 2.11, 2.11]"
S2,CH3O,238,-585.408241,-1.3059,493471.2,True,65,2.043,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.8, 2.02, 2.11, 2.12]"
S2,CH3O,247,-585.408119,-1.3058,493593.4,True,65,2.043,unknown,"[1.11, 1.11, 1.11, 1.41, 1.79, 1.8, 1.8, 2.02, 2.11, 2.12]"
S2,CH3O,302,-585.40506,-1.3027,496652.0,True,86,2.056,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.8, 2.02, 2.1, 2.12]"
S2,CH3O,3,-585.404764,-1.3024,496947.7,True,82,2.816,unknown,"[1.11, 1.11, 1.13, 1.4, 1.8, 1.81, 1.81, 2.01, 2.11, 2.11]"
S2,CH3O,227,-585.403983,-1.3017,497729.4,True,60,2.049,unknown,"[1.11, 1.11, 1.12, 1.41, 1.8, 1.8, 1.81, 2.02, 2.1, 2.12]"
S2,CH3O,281,-585.403784,-1.3015,497928.2,True,58,2.046,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.8, 2.01, 2.11, 2.12]"
S2,CH3O,10,-585.403199,-1.3009,498512.8,True,60,2.041,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.8, 2.01, 2.11, 2.11]"
S2,CH3O,248,-585.400727,-1.2984,500985.3,True,39,2.055,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.81, 2.01, 2.11, 2.12]"
S2,CH3O,495,-585.400459,-1.2981,501253.5,True,62,2.372,unknown,"[1.11, 1.11, 1.13, 1.4, 1.8, 1.81, 1.81, 2.01, 2.11, 2.12]"
S2,CH3O,329,-585.400392,-1.2981,501320.0,True,100,2.04,unknown,"[1.11, 1.11, 1.11, 1.41, 1.79, 1.8, 1.81, 2.02, 2.11, 2.11]"
S2,CH3O,278,-585.399446,-1.2971,502266.0,True,66,2.055,unknown,"[1.11, 1.11, 1.13, 1.39, 1.8, 1.81, 1.81, 2.01, 2.11, 2.11]"
S2,CH3O,67,-585.399407,-1.2971,502305.6,True,94,2.061,unknown,"[1.11, 1.11, 1.13, 1.4, 1.79, 1.81, 1.81, 2.01, 2.11, 2.11]"
S2,CH3O,71,-585.397546,-1.2952,504165.9,True,61,2.051,unknown,"[1.11, 1.11, 1.12, 1.41, 1.8, 1.8, 1.81, 2.01, 2.11, 2.12]"
S2,CH3O,69,-585.38346,-1.2811,518252.3,True,67,2.047,unknown,"[1.11, 1.11, 1.12, 1.41, 1.79, 1.8, 1.8, 2.01, 2.11, 2.11]"
S2,CH3O,315,-585.382463,-1.2801,519249.0,True,64,2.051,unknown,"[1.11, 1.11, 1.12, 1.41, 1.79, 1.8, 1.81, 2.01, 2.11, 2.12]"
S2,CH3O,280,-585.381362,-1.279,520350.7,True,58,2.063,unknown,"[1.11, 1.11, 1.14, 1.39, 1.79, 1.81, 1.82, 2.01, 2.11, 2.12]"
