sid,ads,idx,E_MACE_D3_eV,E_bind_MACE_D3_eV,dE_rel_meV,converged,n_steps,d_min_ads_sub_A,site_type_raw_MLIP,fingerprint
S3,CH3O,184,-698.614289,-1.2046,12740.6,True,57,1.997,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.81, 1.81, 1.99, 2.11, 2.12]"
S3,CH3O,224,-698.614206,-1.2045,12823.1,True,34,1.991,unknown,"[1.11, 1.11, 1.11, 1.41, 1.81, 1.81, 1.81, 1.99, 2.11, 2.12]"
S3,CH3O,137,-698.613842,-1.2042,13187.5,True,73,1.992,unknown,"[1.11, 1.11, 1.11, 1.41, 1.81, 1.81, 1.81, 1.98, 2.11, 2.11]"
S3,CH3O,161,-698.613744,-1.2041,13285.3,True,50,2.578,atop,"[1.11, 1.11, 1.11, 1.42, 1.8, 1.8, 1.8, 2.0, 2.11, 2.12]"
S3,CH3O,322,-698.61347,-1.2038,13559.1,True,48,2.001,unknown,"[1.11, 1.11, 1.11, 1.42, 1.8, 1.81, 1.81, 2.0, 2.11, 2.12]"
S3,CH3O,326,-698.613334,-1.2037,13695.4,True,33,1.99,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.81, 1.99, 2.11, 2.12]"
S3,CH3O,248,-698.613246,-1.2036,13782.7,True,29,2.001,unknown,"[1.11, 1.11, 1.11, 1.42, 1.8, 1.81, 1.81, 1.99, 2.11, 2.11]"
S3,CH3O,380,-698.612782,-1.2031,14247.2,True,36,1.997,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.81, 2.0, 2.11, 2.12]"
S3,CH3O,205,-698.612494,-1.2028,14535.6,True,51,1.998,unknown,"[1.11, 1.11, 1.11, 1.42, 1.8, 1.8, 1.81, 2.0, 2.11, 2.12]"
S3,CH3O,370,-698.611756,-1.2021,15273.4,True,57,1.997,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.81, 1.81, 1.99, 2.12, 2.12]"
S3,CH3O,15,-698.611696,-1.202,15333.1,True,48,2.0,unknown,"[1.11, 1.11, 1.11, 1.42, 1.8, 1.81, 1.81, 1.99, 2.11, 2.12]"
S3,CH3O,198,-698.610129,-1.2005,16900.4,True,69,1.995,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.81, 1.99, 2.11, 2.11]"
S3,CH3O,211,-698.609495,-1.1998,17534.0,True,53,1.998,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.81, 1.81, 1.99, 2.11, 2.11]"
S3,CH3O,313,-698.609172,-1.1995,17857.5,True,52,1.998,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.81, 1.81, 2.0, 2.11, 2.12]"
S3,CH3O,247,-698.607207,-1.1975,19822.3,True,30,2.007,unknown,"[1.11, 1.11, 1.11, 1.42, 1.81, 1.81, 1.81, 2.0, 2.11, 2.11]"
S3,CH3O,23,-698.604929,-1.1953,22100.6,True,89,2.724,atop,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.81, 2.0, 2.11, 2.12]"
S3,CH3O,109,-698.604279,-1.1946,22750.4,True,38,2.741,bridge,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.81, 1.99, 2.11, 2.12]"
S3,CH3O,284,-698.604084,-1.1944,22945.6,True,46,1.999,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.81, 1.81, 2.0, 2.11, 2.12]"
S3,CH3O,362,-698.603654,-1.194,23374.9,True,79,1.997,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.81, 1.81, 1.99, 2.11, 2.11]"
S3,CH3O,10,-698.603538,-1.1939,23491.2,True,57,1.996,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.81, 1.81, 1.98, 2.12, 2.12]"
S3,CH3O,201,-698.603436,-1.1938,23593.7,True,113,1.997,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.81, 1.81, 1.99, 2.11, 2.12]"
S3,CH3O,269,-698.60327,-1.1936,23758.9,True,32,2.604,atop,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.81, 1.98, 2.11, 2.11]"
S3,CH3O,346,-698.603268,-1.1936,23760.8,True,66,1.996,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.81, 1.99, 2.11, 2.11]"
S3,CH3O,298,-698.602918,-1.1933,24111.7,True,72,1.995,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.8, 1.98, 2.12, 2.12]"
S3,CH3O,5,-698.60066,-1.191,26369.2,True,36,1.999,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.81, 2.0, 2.1, 2.12]"
S3,CH3O,378,-698.598947,-1.1893,28082.6,True,49,1.999,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.8, 1.99, 2.12, 2.12]"
S3,CH3O,395,-698.59781,-1.1882,29219.2,True,63,1.994,unknown,"[1.11, 1.11, 1.11, 1.41, 1.81, 1.81, 1.81, 1.99, 2.11, 2.11]"
S3,CH3O,213,-698.596323,-1.1867,30705.9,True,38,2.728,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.81, 1.81, 1.98, 2.11, 2.11]"
S3,CH3O,374,-698.594733,-1.1851,32296.0,True,36,1.996,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.8, 1.99, 2.11, 2.12]"
S3,CH3O,283,-698.593698,-1.184,33330.7,True,32,1.997,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.81, 1.81, 1.99, 2.11, 2.12]"
S3,CH3O,166,-698.593649,-1.184,33380.2,True,53,1.999,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.8, 1.99, 2.12, 2.12]"
S3,CH3O,136,-698.593262,-1.1836,33767.4,True,65,1.997,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.81, 1.81, 1.99, 2.11, 2.11]"
S3,CH3O,172,-698.59201,-1.1824,35019.5,True,35,1.996,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.8, 1.99, 2.11, 2.11]"
S3,CH3O,242,-698.59195,-1.1823,35078.9,True,64,1.995,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.81, 1.81, 2.0, 2.11, 2.12]"
S3,CH3O,115,-698.591373,-1.1817,35656.3,True,49,1.999,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.81, 1.99, 2.11, 2.12]"
S3,CH3O,25,-698.591268,-1.1816,35761.5,True,31,1.997,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.82, 1.98, 2.11, 2.11]"
S3,CH3O,129,-698.590661,-1.181,36368.0,True,39,2.001,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.81, 2.0, 2.12, 2.12]"
S3,CH3O,112,-698.590641,-1.181,36387.9,True,53,2.0,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.81, 1.99, 2.12, 2.12]"
S3,CH3O,131,-698.589666,-1.18,37363.3,True,33,1.996,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.81, 1.99, 2.11, 2.11]"
S3,CH3O,26,-698.588549,-1.1789,38480.5,True,31,1.999,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.81, 1.82, 1.99, 2.11, 2.11]"
S3,CH3O,159,-698.586792,-1.1771,40237.0,True,54,2.586,atop,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.81, 1.81, 1.98, 2.11, 2.12]"
S3,CH3O,354,-698.586092,-1.1764,40937.1,True,54,1.997,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.81, 1.98, 2.11, 2.12]"
S3,CH3O,113,-698.58499,-1.1753,42039.3,True,62,1.993,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.81, 1.98, 2.11, 2.12]"
S3,CH3O,57,-698.584976,-1.1753,42053.1,True,54,2.756,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.81, 1.81, 1.99, 2.11, 2.12]"
S3,CH3O,372,-698.584965,-1.1753,42064.6,True,36,1.997,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.81, 1.99, 2.11, 2.11]"
S3,CH3O,383,-698.584797,-1.1751,42232.3,True,54,2.001,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.81, 1.99, 2.11, 2.12]"
S3,CH3O,106,-698.5847,-1.175,42328.7,True,58,1.996,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.82, 1.99, 2.11, 2.11]"
S3,CH3O,236,-698.584553,-1.1749,42476.3,True,49,2.581,atop,"[1.11, 1.11, 1.11, 1.41, 1.81, 1.81, 1.81, 1.99, 2.11, 2.12]"
S3,CH3O,81,-698.58333,-1.1737,43698.9,True,61,1.995,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.81, 1.81, 1.99, 2.11, 2.11]"
S3,CH3O,314,-698.583112,-1.1735,43917.6,True,53,2.001,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.81, 2.0, 2.11, 2.12]"
S3,CH3O,377,-698.58292,-1.1733,44109.1,True,34,1.996,unknown,"[1.11, 1.11, 1.12, 1.41, 1.8, 1.81, 1.81, 2.0, 2.11, 2.11]"
S3,CH3O,11,-698.582439,-1.1728,44590.3,True,60,1.996,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.81, 1.81, 2.0, 2.1, 2.11]"
S3,CH3O,340,-698.581768,-1.1721,45261.6,True,32,2.0,unknown,"[1.11, 1.11, 1.11, 1.41, 1.79, 1.81, 1.81, 2.0, 2.1, 2.11]"
S3,CH3O,17,-698.581516,-1.1719,45513.6,True,57,1.999,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.81, 1.99, 2.12, 2.12]"
S3,CH3O,366,-698.581436,-1.1718,45593.6,True,37,2.598,atop,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.81, 1.98, 2.11, 2.11]"
S3,CH3O,44,-698.581317,-1.1717,45711.9,True,64,1.996,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.81, 1.81, 1.98, 2.11, 2.11]"
S3,CH3O,114,-698.580868,-1.1712,46160.7,True,58,1.994,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.81, 1.82, 1.98, 2.11, 2.11]"
S3,CH3O,118,-698.579883,-1.1702,47146.2,True,53,2.0,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.8, 1.99, 2.12, 2.12]"
S3,CH3O,285,-698.579806,-1.1701,47223.6,True,53,2.828,atop,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.81, 2.0, 2.11, 2.11]"
S3,CH3O,357,-698.579797,-1.1701,47232.7,True,37,1.998,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.81, 2.0, 2.12, 2.12]"
S3,CH3O,268,-698.578739,-1.1691,48290.0,True,52,2.676,atop,"[1.11, 1.11, 1.12, 1.41, 1.8, 1.8, 1.81, 2.0, 2.11, 2.12]"
S3,CH3O,40,-698.577387,-1.1677,49642.2,True,35,1.999,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.81, 1.81, 2.0, 2.11, 2.12]"
S3,CH3O,90,-698.575827,-1.1662,51202.2,True,60,1.995,unknown,"[1.11, 1.11, 1.12, 1.41, 1.8, 1.81, 1.81, 1.99, 2.11, 2.11]"
S3,CH3O,329,-698.575433,-1.1658,51595.9,True,34,2.675,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.81, 1.81, 2.0, 2.1, 2.12]"
S3,CH3O,133,-698.57494,-1.1653,52089.6,True,34,1.999,unknown,"[1.11, 1.11, 1.12, 1.41, 1.8, 1.8, 1.81, 2.0, 2.1, 2.12]"
S3,CH3O,402,-698.574922,-1.1653,52107.1,True,72,2.629,atop,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.81, 1.81, 1.99, 2.11, 2.11]"
S3,CH3O,195,-698.574609,-1.165,52419.8,True,61,1.996,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.81, 1.99, 2.11, 2.11]"
S3,CH3O,381,-698.574556,-1.1649,52473.0,True,53,1.998,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.81, 1.99, 2.11, 2.12]"
S3,CH3O,390,-698.574218,-1.1646,52811.2,True,70,1.996,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.81, 1.81, 1.99, 2.1, 2.11]"
S3,CH3O,297,-698.57346,-1.1638,53568.7,True,61,1.996,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.81, 2.0, 2.11, 2.11]"
S3,CH3O,111,-698.573369,-1.1637,53660.2,True,89,2.001,unknown,"[1.11, 1.11, 1.12, 1.41, 1.8, 1.81, 1.81, 2.0, 2.1, 2.12]"
S3,CH3O,233,-698.573158,-1.1635,53870.8,True,34,2.518,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.81, 1.81, 2.0, 2.1, 2.12]"
S3,CH3O,69,-698.572747,-1.1631,54281.7,True,39,2.001,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.81, 1.81, 1.98, 2.11, 2.11]"
S3,CH3O,102,-698.571827,-1.1622,55202.4,True,63,2.604,atop,"[1.11, 1.11, 1.12, 1.41, 1.8, 1.81, 1.82, 2.0, 2.11, 2.11]"
S3,CH3O,403,-698.568049,-1.1584,58980.2,True,53,1.998,unknown,"[1.11, 1.11, 1.11, 1.41, 1.81, 1.81, 1.81, 1.99, 2.11, 2.11]"
S3,CH3O,149,-698.566833,-1.1572,60196.7,True,36,1.997,unknown,"[1.11, 1.11, 1.11, 1.41, 1.79, 1.8, 1.81, 2.0, 2.1, 2.12]"
S3,CH3O,356,-698.565346,-1.1557,61683.5,True,34,1.999,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.81, 1.81, 2.01, 2.1, 2.12]"
S3,CH3O,382,-698.565031,-1.1554,61998.2,True,43,2.001,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.82, 1.99, 2.11, 2.11]"
S3,CH3O,104,-698.563193,-1.1535,63836.4,True,66,2.67,atop,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.81, 1.81, 1.99, 2.11, 2.11]"
S3,CH3O,103,-698.561555,-1.1519,65474.2,True,57,2.541,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.8, 1.81, 1.99, 2.11, 2.12]"
S3,CH3O,146,-698.554696,-1.145,72333.0,True,39,2.0,unknown,"[1.11, 1.11, 1.11, 1.41, 1.8, 1.81, 1.81, 2.0, 2.1, 2.11]"
S3,CH3O,24,-698.537262,-1.1276,89767.2,True,50,1.999,unknown,"[1.11, 1.11, 1.11, 1.41, 1.79, 1.8, 1.81, 2.03, 2.09, 2.12]"
S3,CH3O,252,-698.524229,-1.1146,102800.4,True,49,1.998,unknown,"[1.11, 1.11, 1.11, 1.41, 1.79, 1.81, 1.82, 2.03, 2.08, 2.12]"
S3,CH3O,153,-698.51943,-1.1098,107599.6,True,50,1.997,unknown,"[1.11, 1.11, 1.11, 1.41, 1.79, 1.8, 1.82, 2.03, 2.07, 2.12]"
S3,CH3O,234,-698.517737,-1.1081,109291.7,True,50,2.195,unknown,"[1.11, 1.11, 1.11, 1.41, 1.79, 1.8, 1.81, 2.04, 2.07, 2.12]"
S3,CH3O,30,-698.512821,-1.1032,114208.0,True,50,1.999,unknown,"[1.11, 1.11, 1.11, 1.41, 1.79, 1.8, 1.81, 2.05, 2.06, 2.13]"
S3,CH3O,189,-698.338416,-0.9288,288613.3,True,132,1.538,unknown,"[1.12, 1.13, 1.22, 1.83, 1.9, 2.05, 2.06, 2.7, 3.0, 3.68]"
S3,CH3O,96,-698.331916,-0.9223,295113.0,True,101,1.536,unknown,"[1.12, 1.13, 1.22, 1.9, 2.04, 2.05, 2.15, 2.81, 2.88, 3.85]"
S3,CH3O,138,-698.315342,-0.9057,311686.9,True,77,1.536,unknown,"[1.12, 1.13, 1.22, 1.9, 2.04, 2.05, 2.09, 2.81, 2.83, 3.93]"
S3,CH3O,237,-698.309468,-0.8998,317561.2,True,86,2.498,unknown,"[1.12, 1.13, 1.22, 1.9, 2.04, 2.05, 2.25, 2.82, 2.83, 3.89]"
S3,CH3O,306,-698.30271,-0.8931,324319.4,True,81,1.57,unknown,"[1.12, 1.12, 1.23, 1.9, 1.97, 2.05, 2.05, 2.07, 2.16, 2.67]"
S3,CH3O,361,-698.299196,-0.8895,327832.9,True,78,1.54,unknown,"[1.12, 1.13, 1.22, 1.9, 2.04, 2.06, 2.14, 2.58, 2.64, 3.54]"
S3,CH3O,193,-698.291348,-0.8817,335681.0,True,63,1.54,unknown,"[1.12, 1.13, 1.22, 1.9, 2.04, 2.05, 2.1, 2.61, 2.65, 3.63]"
S3,CH3O,229,-698.289729,-0.8801,337299.8,True,73,1.54,unknown,"[1.12, 1.13, 1.22, 1.9, 2.04, 2.06, 2.13, 2.49, 2.52, 3.45]"
S3,CH3O,226,-698.287528,-0.8779,339501.0,True,102,2.488,unknown,"[1.12, 1.12, 1.22, 1.9, 2.04, 2.05, 2.37, 2.79, 2.82, 3.82]"
S3,CH3O,22,-698.287344,-0.8777,339685.6,True,68,2.525,unknown,"[1.12, 1.13, 1.22, 1.9, 2.05, 2.05, 2.09, 2.51, 2.56, 3.47]"
S3,CH3O,187,-698.286426,-0.8768,340602.9,True,43,2.509,atop,"[1.12, 1.12, 1.22, 1.9, 2.04, 2.06, 2.14, 2.29, 2.36, 3.12]"
S3,CH3O,127,-698.283788,-0.8741,343241.3,True,72,2.484,unknown,"[1.12, 1.13, 1.22, 1.9, 2.05, 2.05, 2.12, 2.35, 2.41, 3.23]"
S3,CH3O,194,-698.268677,-0.859,358352.0,True,75,1.535,unknown,"[1.12, 1.12, 1.22, 1.9, 2.05, 2.05, 2.43, 2.57, 2.68, 3.29]"
S3,CH3O,385,-698.259237,-0.8496,367792.2,True,64,3.729,atop,"[1.12, 1.12, 1.22, 1.9, 2.05, 2.05, 2.21, 2.62, 2.66, 3.56]"
S3,CH3O,397,-698.25838,-0.8487,368649.1,True,65,1.535,unknown,"[1.12, 1.13, 1.22, 1.9, 2.05, 2.05, 2.24, 2.63, 2.66, 3.57]"
S3,CH3O,308,-698.253928,-0.8443,373101.6,True,50,1.541,unknown,"[1.12, 1.12, 1.22, 1.9, 2.05, 2.05, 2.34, 2.4, 2.45, 3.3]"
S3,CH3O,386,-698.251082,-0.8414,375946.9,True,60,1.539,unknown,"[1.12, 1.12, 1.22, 1.9, 2.05, 2.05, 2.24, 2.6, 2.66, 3.49]"
S3,CH3O,206,-698.250298,-0.8406,376731.1,True,45,2.467,unknown,"[1.12, 1.12, 1.22, 1.9, 2.05, 2.05, 2.2, 2.24, 2.32, 3.23]"
S3,CH3O,389,-698.239395,-0.8297,387634.7,True,61,2.467,unknown,"[1.12, 1.12, 1.22, 1.9, 2.05, 2.05, 2.22, 2.28, 2.52, 3.61]"
S3,CH3O,88,-697.823201,-0.4135,803827.8,True,37,1.504,unknown,"[1.1, 1.1, 1.1, 1.45, 1.8, 1.81, 1.81, 2.0, 2.11, 2.12]"
S3,CH3O,101,-697.821238,-0.4116,805791.6,True,38,1.504,unknown,"[1.1, 1.1, 1.1, 1.45, 1.8, 1.81, 1.82, 2.0, 2.11, 2.12]"
S3,CH3O,401,-697.815594,-0.4059,811435.1,True,49,1.505,unknown,"[1.1, 1.1, 1.11, 1.44, 1.8, 1.81, 1.82, 1.99, 2.11, 2.12]"
S3,CH3O,295,-697.814596,-0.4049,812432.7,True,39,1.506,unknown,"[1.1, 1.1, 1.11, 1.44, 1.8, 1.81, 1.82, 1.99, 2.11, 2.12]"
S3,CH3O,289,-697.813438,-0.4038,813590.8,True,56,1.504,unknown,"[1.1, 1.1, 1.1, 1.45, 1.79, 1.81, 1.81, 2.02, 2.09, 2.12]"
S3,CH3O,294,-697.813273,-0.4036,813756.6,True,61,1.505,unknown,"[1.1, 1.1, 1.1, 1.44, 1.8, 1.81, 1.81, 1.98, 2.11, 2.12]"
S3,CH3O,301,-697.811943,-0.4023,815086.5,True,40,1.506,unknown,"[1.1, 1.1, 1.11, 1.44, 1.8, 1.81, 1.82, 1.99, 2.11, 2.11]"
S3,CH3O,302,-697.807719,-0.3981,819310.1,True,45,1.508,unknown,"[1.1, 1.1, 1.11, 1.44, 1.8, 1.81, 1.81, 1.99, 2.11, 2.12]"
S3,CH3O,0,-697.783641,-0.374,843388.1,True,47,1.51,unknown,"[1.1, 1.1, 1.1, 1.45, 1.8, 1.81, 1.81, 1.99, 2.11, 2.12]"
S3,CH3O,393,-697.779956,-0.3703,847073.2,True,47,1.508,unknown,"[1.1, 1.1, 1.1, 1.44, 1.8, 1.81, 1.82, 1.99, 2.1, 2.12]"
S3,CH3O,99,-697.775091,-0.3654,851937.7,True,51,1.508,unknown,"[1.1, 1.1, 1.11, 1.44, 1.8, 1.81, 1.82, 1.98, 2.11, 2.12]"
S3,CH3O,307,-697.772695,-0.363,854333.8,True,27,1.515,unknown,"[1.1, 1.1, 1.1, 1.45, 1.8, 1.81, 1.81, 1.99, 2.11, 2.13]"
S3,CH3O,87,-697.746369,-0.3367,880660.5,True,34,1.51,unknown,"[1.1, 1.1, 1.1, 1.44, 1.8, 1.8, 1.82, 1.99, 2.11, 2.12]"
S3,CH3O,1,-697.741545,-0.3319,885483.7,True,27,1.51,unknown,"[1.1, 1.1, 1.11, 1.44, 1.8, 1.81, 1.83, 1.98, 2.11, 2.12]"
S3,CH3O,95,-697.734678,-0.325,892351.0,True,36,2.108,unknown,"[1.12, 1.12, 1.12, 1.38, 1.8, 1.8, 1.81, 2.0, 2.09, 2.09]"
S3,CH3O,394,-697.727432,-0.3178,899597.1,True,45,1.518,unknown,"[1.1, 1.11, 1.11, 1.43, 1.81, 1.81, 1.82, 1.99, 2.11, 2.11]"
S3,CH3O,83,-697.724556,-0.3149,902473.6,True,44,1.512,unknown,"[1.1, 1.11, 1.11, 1.44, 1.81, 1.81, 1.81, 1.99, 2.11, 2.12]"
S3,CH3O,296,-697.722025,-0.3124,905004.5,True,44,1.513,unknown,"[1.1, 1.11, 1.11, 1.43, 1.81, 1.81, 1.81, 1.99, 2.11, 2.12]"
S3,CH3O,396,-697.497693,-0.088,909870.0,True,200,2.161,unknown,"[1.12, 1.12, 1.12, 1.39, 1.81, 1.82, 1.82, 2.0, 2.1, 2.12]"
S3,CH3O,97,-697.707266,-0.2976,919763.3,True,51,1.912,unknown,"[1.11, 1.11, 1.12, 1.39, 1.8, 1.8, 1.82, 1.96, 2.1, 2.11]"
S3,CH3O,190,-697.705042,-0.2954,921987.5,True,51,1.948,unknown,"[1.11, 1.11, 1.12, 1.38, 1.8, 1.8, 1.81, 1.97, 2.1, 2.1]"
S3,CH3O,200,-697.703789,-0.2941,923239.8,True,29,1.857,unknown,"[1.11, 1.11, 1.11, 1.39, 1.8, 1.81, 1.82, 1.96, 2.1, 2.11]"
S3,CH3O,387,-697.644495,-0.2348,982533.9,True,38,1.988,unknown,"[1.11, 1.12, 1.12, 1.38, 1.79, 1.8, 1.82, 1.98, 2.1, 2.1]"
S3,CH3O,33,-697.595968,-0.1863,1031061.3,True,38,2.443,unknown,"[1.12, 1.12, 1.16, 1.34, 1.79, 1.8, 1.84, 2.06, 2.07, 2.07]"
S3,CH3O,52,-697.595039,-0.1854,1031990.0,True,38,2.416,unknown,"[1.12, 1.12, 1.17, 1.34, 1.79, 1.8, 1.84, 2.06, 2.06, 2.07]"
S3,CH3O,398,-697.552576,-0.1429,1074453.2,True,22,2.506,bridge,"[1.12, 1.13, 1.13, 1.36, 1.8, 1.81, 1.81, 2.03, 2.08, 2.08]"
S3,CH3O,191,-697.550429,-0.1408,1076600.1,True,22,2.413,unknown,"[1.12, 1.13, 1.14, 1.35, 1.79, 1.81, 1.82, 2.04, 2.08, 2.08]"
S3,CH3O,98,-697.544396,-0.1347,1082633.2,True,23,2.535,bridge,"[1.12, 1.14, 1.14, 1.35, 1.79, 1.82, 1.82, 2.04, 2.08, 2.08]"
S3,CH3O,86,-697.523256,-0.1136,1103773.0,True,44,2.346,unknown,"[1.12, 1.13, 1.17, 1.33, 1.79, 1.83, 1.85, 2.06, 2.06, 2.06]"
S3,CH3O,227,-697.518544,-0.1089,1108485.6,True,27,2.162,unknown,"[1.12, 1.12, 1.14, 1.35, 1.78, 1.81, 1.83, 2.05, 2.07, 2.08]"
S3,CH3O,292,-697.517934,-0.1083,1109095.5,True,43,2.373,unknown,"[1.12, 1.13, 1.16, 1.33, 1.79, 1.82, 1.84, 2.06, 2.06, 2.06]"
S3,CH3O,304,-697.512974,-0.1033,1114054.8,True,42,2.397,atop,"[1.12, 1.13, 1.16, 1.33, 1.79, 1.82, 1.84, 2.06, 2.06, 2.06]"
S3,CH3O,202,-697.511142,-0.1015,1115887.3,True,41,2.404,atop,"[1.12, 1.13, 1.15, 1.34, 1.79, 1.82, 1.84, 2.06, 2.06, 2.06]"
S3,CH3O,293,-697.50715,-0.0975,1119879.1,True,41,2.493,atop,"[1.12, 1.14, 1.14, 1.34, 1.79, 1.83, 1.83, 2.06, 2.06, 2.06]"
S3,CH3O,203,-697.506544,-0.0969,1120485.4,True,40,2.469,atop,"[1.12, 1.14, 1.14, 1.34, 1.79, 1.82, 1.83, 2.06, 2.06, 2.06]"
S3,CH3O,266,-697.499045,-0.0894,1127984.4,True,28,2.138,unknown,"[1.12, 1.13, 1.14, 1.35, 1.78, 1.83, 1.83, 2.05, 2.06, 2.07]"
S3,CH3O,239,-697.497693,-0.088,1129336.3,True,34,2.278,unknown,"[1.12, 1.13, 1.13, 1.35, 1.8, 1.82, 1.82, 2.05, 2.05, 2.06]"
S3,CH3O,365,-697.497199,-0.0875,1129829.7,True,27,2.114,unknown,"[1.12, 1.13, 1.14, 1.35, 1.77, 1.83, 1.84, 2.05, 2.06, 2.07]"
S3,CH3O,140,-697.49597,-0.0863,1131059.3,True,34,2.304,unknown,"[1.12, 1.12, 1.13, 1.35, 1.8, 1.82, 1.82, 2.05, 2.06, 2.07]"
S3,CH3O,54,-697.495676,-0.086,1131353.5,True,36,2.919,unknown,"[1.12, 1.12, 1.12, 1.36, 1.8, 1.8, 1.81, 2.06, 2.06, 2.07]"
S3,CH3O,35,-697.494946,-0.0853,1132083.3,True,34,2.508,unknown,"[1.12, 1.12, 1.13, 1.36, 1.8, 1.81, 1.81, 2.04, 2.07, 2.07]"
S3,CH3O,154,-697.484036,-0.0744,1142993.3,True,36,2.796,unknown,"[1.12, 1.12, 1.12, 1.37, 1.8, 1.8, 1.81, 2.06, 2.07, 2.07]"
S3,CH3O,85,-697.446781,-0.0371,1180248.3,True,36,2.623,unknown,"[1.12, 1.12, 1.12, 1.37, 1.8, 1.8, 1.8, 2.06, 2.07, 2.07]"
S3b,CO,56,-547.628955,-2.2383,0.0,True,71,3.541,atop,[1.19]
S3b,CO,84,-547.623816,-2.2331,5139.2,True,188,1.961,bridge,[1.19]
S3b,CO,41,-547.596497,-2.2058,32458.5,True,38,1.933,bridge,[1.19]
S3b,CO,19,-547.588254,-2.1976,40700.9,True,35,3.729,atop,[1.19]
S3b,CO,79,-547.50049,-2.1098,128465.2,True,68,1.805,unknown,[1.17]
S3b,CO,6,-547.494965,-2.1043,133990.0,True,27,3.338,atop,[1.17]
S3b,CO,55,-547.481934,-2.0912,147021.2,True,39,1.802,unknown,[1.17]
